Id,Last
1119,16
1121,52
1122,15
1123,97
1130,11
1132,43
1133,51
1134,45
1135,36
1137,91
1140,99
1142,6
1143,88
1145,63
1148,88
1153,14
1156,69
1158,81
1161,19
1165,74
1167,38
1170,21
1174,26
1175,45
1177,26
1178,74
1180,47
1184,16
1188,39
1190,39
1191,81
1193,26
1194,66
1196,4
1198,40
1200,48
1201,17
1202,73
1204,66
1205,63
1206,17
1209,14
1213,81
1216,34
1221,12
1225,19
1227,24
1228,6
1230,39
1233,89
1237,9
1239,65
1240,51
1242,20
1243,38
1245,35
1246,61
1247,8
1248,44
1249,43
1254,105
1255,49
1256,17
1261,46
1264,22
1266,11
1267,16
1268,25
1269,43
1271,99
1273,61
1277,25
1281,41
1284,105
1285,39
1286,83
1287,25
1293,41
1296,105
1297,66
1298,18
1299,7
1304,21
1305,19
1306,43
1308,54
1311,17
1312,21
1313,7
1314,77
1318,7
1324,51
1326,11
1330,51
1336,20
1338,68
1341,23
1342,35
1344,7
1345,30
1346,70
1347,58
1348,18
1350,40
1351,14
1353,18
1356,97
1357,12
1358,32
1363,21
1371,8
1376,19
1378,40
1379,16
1382,105
1384,69
1386,12
1387,5
1389,13
1391,11
1392,26
1393,20
1396,50
1399,49
1400,31
1403,105
1404,99
1406,121
1407,15
1408,24
1409,77
1412,52
1413,39
1415,8
1416,22
1417,28
1418,30
1421,105
1422,45
1425,21
1426,107
1427,54
1431,57
1433,103
1435,29
1437,30
1438,4
1440,14
1442,66
1444,75
1447,37
1448,45
1449,121
1451,65
1454,41
1456,48
1457,23
1459,14
1460,55
1461,30
1463,1232130
1467,16
1469,13
1476,29
1477,49
1478,6
1479,29
1486,69
1487,26
1489,4
1490,20
1491,99
1497,107
1498,4
1499,16
1502,18
1503,46
1509,56
1510,48
1511,14
1513,20
1515,53
1523,14
1524,30
1526,40
1527,26
1528,20
1529,22
1531,34
1532,17
1537,29
1539,46
1540,24
1541,43
1543,57
1544,32
1546,15
1547,4
1550,25
1551,58
1555,37
1559,183765996899
1561,57
1563,57
1564,43
1565,24
1566,87
1567,38
1572,54
1574,14
1576,54
1577,29
1581,11
1584,51
1586,61
1587,12
1590,4
1594,81
1596,38
1598,20
1599,57
1610,33
1614,27
1615,9
1616,15
1618,14
1619,40
1621,43
1622,34
1624,28
1627,19
1628,43
1631,36
1632,22
1633,99
1637,61
1638,11
1643,33
1645,52
1646,11
1647,21
1648,99
1650,55
1652,40
1653,19
1654,78
1655,49
1657,12
1661,65
1662,43
1663,6
1668,69
1670,75
1672,21
1674,38
1675,107
1677,54
1678,121
1680,18
1681,71327958148
1684,46
1685,105
1686,39
1687,29
1688,51
1692,41
1696,47
1697,12
1698,105
1699,59
1700,22
1701,41
1702,105
1705,78
1707,70
1708,70
1709,53
1710,6
1713,15
1714,47
1716,105
1717,64
1720,103
1721,23
1722,30
1723,55
1727,7
1729,55
1730,23
1731,16
1734,9
1737,43
1740,33
1741,81
1742,49
1743,36
1744,29
1747,50
1749,37
1751,105
1753,37
1755,29
1756,88
1757,24922140
1758,40
1759,16
1761,51
1762,100
1765,6
1769,18
1770,7
1776,135
1777,6
1779,47
1781,3
1783,53
1784,33
1787,1
1790,6
1791,70
1792,14
1795,22
1796,35
1798,46
1799,45
1800,43
1804,99
1805,70
1806,48
1808,21
1810,43
1812,43
1815,22
1818,70
1820,17
1821,22
1822,56
1824,64
1827,61
1828,14
1829,38
1832,99
1833,32
1835,36
1839,19
1841,23
1842,45
1844,70
1849,26
1850,15
1854,39
1855,713886912
1856,58
1858,18
1859,41
1861,66
1862,105
1866,7
1867,99
1868,48
1873,69
1874,26
1875,19
1876,20
1877,53
1880,33
1882,31
1883,95
1884,24
1886,51
1887,105
1888,7
1891,99
1895,26
1897,55
1901,107
1903,22
1904,105
1905,21
1906,32
1909,43
1913,6
1918,53
1920,31
1921,36
1923,5
1925,17
1928,56
1933,9
1934,30
1942,15
1945,22
1947,71
1951,95
1953,78
1955,53
1956,30
1958,71
1959,65
1963,32
1965,32
1971,24
1974,30
1975,31
1979,45
1982,53
1984,36
1985,44
1986,18
1987,54
1990,24
1992,18
1995,26
1996,16
1998,14
2001,17
2002,16
2003,64
2004,30
2005,14
2007,9
2009,12
2010,22
2015,13
2016,5
2018,73
2019,5
2026,14
2027,33
2029,15
2031,51
2033,12
2034,45
2038,61
2039,105
2041,19
2042,26
2045,9
2049,47
2050,17
2051,85
2052,28
2053,22
2054,18
2056,86
2058,105
2061,74
2062,55
2064,8
2068,51
2069,13
2071,25
2073,27
2075,9
2079,99
2082,52
2084,20
2085,25
2087,15
2088,36
2090,19
2091,56
2092,86
2094,71
2098,57
2099,55
2100,73
2101,22
2104,73
2106,5
2107,66
2109,24
2110,58
2112,13
2114,87
2115,105
2118,27
2119,39
2120,52
2122,43
2125,50
2126,62
2128,19
2129,31
2130,19
2134,23
2135,30
2140,63
2141,13
2142,32
2145,7
2147,22
2151,105
2152,9
2154,34
2156,9
2158,51
2159,6
2166,74
2167,21
2170,54
2172,18
2173,7
2175,27
2181,16
2183,6
2185,19
2186,81
2187,49
2188,46
2189,35
2190,28
2193,74
2194,53
2195,17
2196,46
2197,43
2200,29
2202,33
2205,97
2206,24
2209,86
2210,19
2212,121
2213,38
2216,44
2218,7
2219,38
2222,44
2223,21
2226,68
2232,54
2236,5
2238,45
2240,3
2243,46
2245,56
2247,43
2248,50
2249,55
2253,55
2254,47
2258,44
2261,55
2262,53
2263,51
2264,56
2267,1906624
2273,57
2274,20
2275,81
2279,20
2281,81
2282,84
2284,105
2285,19
2286,29
2287,24
2288,18
2289,12
2291,50
2294,63
2297,31
2299,9
2301,50
2302,99
2304,16
2307,5
2308,31
2314,54
2315,47
2317,73
2320,16
2322,16
2326,105
2327,15
2330,45
2335,47
2338,51
2339,28
2342,16
2343,30
2344,5
2346,39
2347,22
2350,28
2351,49
2352,7
2353,81
2355,15
2359,46
2363,53
2364,29
2365,25
2367,27
2371,34
2372,17
2373,66
2374,49
2376,51
2377,38
2381,47
2382,16
2383,115
2384,43
2386,101
2389,21
2390,74
2391,53
2393,46
2394,345948408
2400,29
2401,125
2402,70
2404,26
2405,34
2409,4
2410,74
2415,5
2416,81
2417,19
2422,99
2426,32
2427,75
2428,5
2429,21
2430,56
2431,5
2432,56
2433,26
2434,73
2436,23
2439,15
2445,36
2448,57
2453,7
2454,27
2456,13
2458,103
2462,100
2465,43
2466,66
2468,51
2469,13
2470,49
2471,23
2472,84
2473,55
2475,28
2476,34
2477,59
2478,74
2480,7
2481,30
2482,6
2483,61
2484,100
2486,16
2487,31
2489,101
2491,76
2492,13
2493,50
2496,5
2499,4
2500,31
2501,12
2502,17
2503,6
2508,16
2509,55
2511,36
2512,121
2513,100
2515,70
2516,107
2519,43
2522,43
2523,47
2524,16
2526,9
2529,13
2531,34
2532,64
2537,97
2538,105
2539,30
2541,31
2543,79
2544,25
2545,27
2546,86
2548,7
2549,64
2550,22
2554,30
2558,14
2559,99
2560,44
2561,48
2563,35
2564,99
2566,20
2568,53
2572,81
2573,73
2574,99
2575,66
2580,44
2581,31
2585,43
2590,46
2592,20
2593,15
2595,19
2596,101
2598,56
2599,51
2602,22
2605,43
2608,44
2609,16
2611,12
2612,28
2613,26
2617,14
2619,31
2620,59
2621,48
2622,21
2623,9
2625,70
2626,14
2628,31
2630,14
2631,20
2632,15
2634,16
2636,58
2641,17
2642,28
2643,74
2644,36
2645,8
2646,9
2647,9
2649,24
2650,99
2652,14442
2653,225275777
2654,7
2657,20
2658,20
2663,27
2664,49
2665,37
2666,28
2670,41
2671,35
2672,82
2673,7
2676,28
2678,88
2679,61
2680,14
2681,43
2684,81
2686,48
2687,48
2689,17
2691,24
2694,17
2697,53
2698,100
2699,12
2700,56
2704,58
2707,30
2708,18
2709,66
2711,56
2714,73
2715,78
2716,62
2721,48
2722,55
2724,21
2725,30
2727,71
2730,15
2731,20
2732,49
2734,3
2736,17
2738,21
2740,50
2742,105
2743,73
2745,19
2746,20
2747,74
2750,100
2751,17
2753,61
2755,6
2756,13
2757,14
2759,28
2760,41
2762,15
2763,27
2764,25
2766,30
2769,20
2770,4
2773,105
2776,99
2777,61
2778,3
2779,61
2781,22
2784,43
2786,103
2790,77759
2791,29
2793,7
2794,33
2795,85
2796,17
2799,97
2801,4
2802,32
2803,97
2804,32
2805,9
2806,71
2808,38
2811,9
2812,95
2815,5
2817,50
2818,49
2819,55
2821,84
2825,23
2827,18
2828,17
2829,4
2834,43
2835,3
2838,61
2839,23
2840,24
2842,15
2846,17
2847,18
2849,88
2854,56
2859,62
2860,69
2861,28
2862,32
2864,51
2865,78
2869,30
2873,15
2874,34
2878,39
2880,19
2881,84
2882,17
2883,83
2884,58
2885,100
2887,24
2889,40
2890,75
2891,22
2894,15
2897,57
2898,32
2899,55
2900,26
2901,75
2905,24
2910,20
2912,35
2913,105
2915,27
2916,17
2917,34
2920,44
2922,45
2924,76
2925,878501
2926,15
2927,15
2929,47
2932,16
2935,18
2941,5
2943,88
2945,40
2946,20
2947,57
2948,26
2949,64
2953,5
2954,9
2957,57
2958,50
2960,64
2961,25
2968,77
2971,30
2975,66
2976,101
2977,55
2978,99
2979,81
2982,30
2984,23
2985,44
2987,25
2988,29
2990,28
2993,27
2997,50
2999,7
3001,18
3002,44
3006,76
3007,9
3009,71
3012,9
3013,50
3015,55
3017,20
3019,19
3020,11
3026,63
3030,93
3035,26
3036,99
3038,37
3039,57
3041,39
3044,16
3045,53
3046,20
3050,85
3051,47
3052,5
3056,59
3058,19
3059,59
3063,12
3065,30
3066,50
3067,103
3070,27
3071,23
3076,65
3077,12
3081,48
3082,49
3085,100
3086,11
3087,37
3088,73
3091,52
3096,5
3097,21
3098,27
3099,8
3101,20
3103,32
3104,15
3109,81
3110,11
3111,16
3113,97
3115,99
3117,5
3118,31
3119,65
3120,17
3121,36
3122,18
3130,92
3131,16
3132,103
3133,22
3136,99
3139,55
3140,64
3144,73
3149,43
3150,61
3153,14
3154,21
3155,31
3156,57
3157,44
3159,36
3163,100
3166,97
3167,33
3169,18
3171,24
3174,37
3179,26
3180,4
3181,21
3183,27
3184,24
3187,30
3188,54
3189,16
3193,34
3197,99
3198,4
3199,18
3200,28
3201,45
3202,83
3206,34
3208,13
3209,84
3212,91
3213,16
3214,99
3215,48
3220,7
3222,57
3223,30
3224,17
3226,38
3228,17
3229,36
3231,32
3233,27
3234,4
3236,21
3237,63
3238,51
3239,28
3241,9
3242,61
3245,12
3246,64
3247,18
3249,19
3250,20
3251,81
3252,43
3254,32
3257,41
3258,73
3261,15
3264,53
3265,63
3272,52
3274,37
3276,5
3280,74
3290,46
3293,54
3296,61
3297,61
3298,36
3299,9
3302,12
3303,24
3304,8
3305,63
3306,18
3307,5
3308,11
3309,100
3311,13
3313,29
3314,15
3316,85
3319,16
3323,7
3324,61
3325,18
3326,31
3328,43
3330,16
3334,44
3335,49
3336,20
3342,53
3343,52
3344,5
3346,84
3347,23
3351,9
3353,239023438359
3354,37
3357,61
3359,15
3366,13
3369,51
3372,4
3376,22
3377,40
3378,77
3381,30
3383,117
3384,59
3385,30
3387,58
3388,81
3389,31
3391,47
3393,87
3394,81
3395,8
3396,50
3400,28
3403,12
3405,32
3407,47
3408,40
3409,20
3411,14
3416,74
3419,47
3420,31
3421,99
3424,101
3426,15
3429,61
3431,56
3432,93
3433,3
3434,99
3436,41
3439,27
3442,17
3445,9
3446,36
3447,99
3449,31
3452,14
3460,16
3463,35
3464,2201030157
3466,9
3467,53
3472,53
3474,56
3475,20
3476,46
3477,17
3478,12
3480,29
3481,99
3482,27
3485,20
3486,74
3487,17
3488,100
3489,16
3491,84
3492,73
3494,54
3497,6
3498,5
3505,58
3507,32
3508,101
3509,30
3513,45
3514,75
3517,13
3518,45
3519,1683408
3521,83
3524,6
3525,86
3526,93
3527,71
3528,24
3529,41
3531,99
3535,87
3536,97
3538,26
3540,41
3543,105
3545,18
3546,29
3549,28
3550,13
3551,37
3553,32
3557,46
3558,29
3561,9
3562,47
3564,52
3568,27
3570,83
3571,58
3577,47
3584,19
3588,99
3591,8
3592,78
3593,26
3595,5
3596,17
3600,83
3601,74
3602,59
3603,47
3605,26
3606,6
3608,24
3609,73
3610,20
3611,21
3614,18
3615,85
3617,58
3618,21
3619,15
3621,69
3622,46
3623,94
3624,18
3626,24
3627,29
3630,18
3631,64
3633,92
3636,73
3637,22
3639,56
3641,51
3642,17
3644,61
3646,20
3651,28
3654,105
3656,24
3658,16
3659,41
3663,9
3664,22
3665,45
3666,6
3667,3
3668,118
3670,29
3671,46
3674,105
3675,73
3677,107
3679,16
3680,44
3681,12
3682,51
3683,35
3686,9
3688,83
3689,24
3690,21
3693,9
3694,32
3695,85
3697,61
3698,14
3699,61
3701,61
3703,26
3704,29
3705,5
3707,63
3708,97
3709,48
3711,46
3712,73
3715,63
3716,4
3718,34
3719,34
3721,105
3722,92
3727,28
3729,13
3734,17
3735,17
3736,18
3739,105
3742,50
3745,38
3746,48
3747,12
3748,51
3749,18
3751,54
3753,46
3754,67
3755,17
3757,31
3758,105
3759,18
3760,105
3762,14
3763,67
3764,73
3765,16
3767,44
3771,99
3772,23
3774,41
3779,75
3780,24
3782,3
3783,40
3784,8
3788,55
3789,31
3790,56
3791,69
3792,21
3795,15
3797,21
3798,43
3803,50
3806,8
3813,105
3818,55
3821,50
3824,8
3825,2
3829,33
3831,55
3832,17
3833,66
3834,54
3835,20
3836,12
3837,19
3845,76
3846,1833947440
3847,21
3848,8
3849,36
3853,69
3855,50
3856,56
3859,70
3861,43
3867,15
3868,4
3869,50
3871,55
3872,105
3873,44
3874,45
3875,26
3883,39
3885,74
3886,24
3887,73
3888,5
3889,3
3890,8
3893,6
3894,14
3895,23
3900,32
3903,78
3904,55
3905,58
3906,27
3910,61
3911,20
3915,15
3916,35
3920,43
3921,20
3922,24
3923,29
3924,14
3927,8
3928,23
3929,32
3930,17
3931,27
3934,55
3936,20
3937,99
3939,88
3941,64
3942,12
3943,16
3949,19
3950,30
3951,99
3952,70
3955,18
3957,47
3959,46
3960,46
3964,4
3965,39
3967,16
3968,40
3970,56
3971,17
3973,84
3974,32
3976,4
3977,73
3979,45
3980,12
3981,17
3982,29
3983,36
3985,68
3986,52
3988,53
3991,15
3993,29
3994,6
3997,55
3998,57
4000,39
4002,13
4003,14
4008,29
4013,105
4014,3
4016,91
4017,45
4018,105
4021,56
4022,97
4023,4
4029,43
4031,68
4033,105
4035,50
4037,20
4038,82
4040,28
4041,23
4043,47
4044,25
4045,5
4046,41
4051,51
4054,61
4056,35
4057,16
4058,11
4059,35
4060,16
4063,15
4064,3
4068,28
4071,99
4072,20
4076,45
4077,22
4079,105
4082,61
4084,34
4086,62
4087,19
4090,32
4093,13
4095,6
4097,32
4098,13
4099,22
4100,71
4101,32
4103,21
4105,95
4106,43
4107,16
4109,73
4110,39
4111,39
4113,22
4117,51
4119,13
4120,99
4122,26
4123,24
4126,54
4128,29
4129,30
4130,16
4137,6
4140,162938550
4141,61
4142,39
4146,18
4147,28
4148,25
4149,40
4152,48
4154,55
4156,49
4161,48
4162,16
4163,31
4164,24
4165,58
4166,73
4168,18
4169,27
4170,38
4171,7
4172,46
4173,47
4174,30
4177,77
4178,21
4179,99
4182,43
4183,55
4184,20
4185,76
4186,83
4188,16
4189,39
4192,6
4199,26
4201,20
4202,21
4203,21
4204,5
4205,43
4206,99
4207,13
4212,19
4213,29
4217,4
4219,40
4220,22
4221,21
4223,99
4227,30
4228,54
4230,77
4231,21
4232,15
4233,76
4234,103
4235,49
4236,99
4240,71
4242,13
4243,43
4247,14
4250,6
4251,18
4252,105
4256,39
4258,9
4261,19
4264,38
4265,18
4267,26
4271,86
4275,9
4276,109
4278,12
4279,51
4280,7
4281,5
4282,24
4284,23
4285,13
4287,14
4288,49
4290,16
4294,44
4301,36
4302,19
4304,18
4306,13
4311,31
4312,78
4313,53
4315,31
4319,23
4320,31
4321,17
4323,14
4324,105
4326,71
4327,47
4328,20
4329,20
4332,11
4333,15
4335,47
4336,5
4337,15
4338,65565
4340,99
4342,22
4343,54
4347,52
4349,87
4356,36
4358,63
4359,67
4362,2478765
4363,84
4364,33
4371,105
4372,26
4375,100
4376,12
4377,15
4379,68
4381,100
4385,18
4389,43
4390,29
4391,31
4392,7
4394,47
4397,105
4399,29
4401,46
4405,57
4406,15
4408,81
4412,13
4413,99
4416,100
4417,48
4418,50
4420,77
4425,43
4426,35
4428,83
4429,53
4431,35
4432,105
4433,51
4434,14
4435,27
4438,21
4440,17
4441,105
4442,105
4443,66
4444,58
4446,18
4447,87
4449,14
4450,74
4451,62
4452,35
4453,7
4454,64
4455,99
4457,6
4459,12
4462,55
4467,17
4468,39
4471,64
4472,68
4474,15
4476,5
4478,66
4479,46
4484,53
4485,27
4487,35
4488,18
4489,77
4490,62
4493,50
4498,51
4502,47
4507,51
4508,22
4510,23
4513,14
4515,29
4516,68
4520,47
4522,27
4524,56
4526,9
4527,39
4528,57
4529,29
4530,34
4531,3
4532,23
4533,24
4534,99
4536,4
4540,20
4542,13
4544,105
4545,6
4547,34
4549,54
4550,15
4551,13
4552,24
4553,83
4556,25
4558,26
4559,33
4560,45
4561,61
4562,24
4564,26
4567,57
4569,24
4573,16
4576,99
4577,99
4581,21
4582,105
4585,5
4587,13
4589,19
4591,12
4594,51
4595,47
4596,55
4598,23
4599,41
4601,54
4603,28
4604,37
4605,100
4606,27
4608,97
4612,23
4615,99
4616,19
4617,16
4619,18
4620,5
4624,24
4628,32
4629,20
4630,74
4633,6
4636,34
4638,88
4640,26
4641,21
4642,6
4645,11
4647,35
4648,37
4652,11
4657,26
4658,73
4666,20
4667,99
4673,41
4675,11
4676,14
4681,28
4682,51
4684,13
4685,101
4686,14
4688,99
4694,55
4695,30
4696,49
4697,11
4698,9
4701,34
4704,46
4705,13
4707,106
4714,16
4715,9
4717,67
4721,19
4722,37
4724,9
4726,45
4728,21
4730,5
4731,100
4737,34
4739,24
4740,9
4742,26
4744,23
4746,17
4748,33
4750,26
4752,27
4754,12
4756,31
4759,86
4761,66
4762,101
4766,39
4768,19
4770,11
4773,36
4775,30
4776,105
4778,38
4779,51
4781,20
4782,47
4784,43
4785,63
4786,8
4788,73
4789,9
4794,4
4796,16
4797,11
4798,27
4799,41
4802,56
4806,65
4807,20
4809,7
4812,62
4814,65
4815,24
4817,29
4818,53
4823,37
4827,55
4828,33
4830,71
4836,26
4838,12
4839,51
4841,106
4843,67
4845,35
4847,24
4848,83
4849,11
4850,105
4852,29
4853,35
4855,94
4856,22
4860,24
4861,13
4864,31
4867,25
4868,56
4871,88
4872,18
4874,14
4875,6
4876,82
4877,75
4878,17
4880,73
4881,66
4882,23
4884,25
4885,67
4886,47
4887,61
4889,17
4890,8
4892,16
4895,105
4898,61
4899,70
4902,99
4903,96
4905,105
4909,33
4911,69
4912,56
4915,8
4916,77
4919,117
4920,58
4922,56
4923,48
4924,66
4925,23
4926,46
4928,62
4929,3854627
4930,51
4932,38
4937,21
4938,12
4940,3
4941,35
4943,105
4944,82
4947,34
4948,29
4951,28
4952,55
4954,6
4957,55
4959,52
4964,87
4969,86
4971,16
4972,28
4973,7
4974,81
4978,4
4979,29
4981,56
4985,29
4991,99
4992,22
4993,62
4998,66
4999,15
5001,49
5002,20
5003,55
5008,51
5009,32
5011,20
5012,9
5014,43
5020,9
5022,15
5024,31
5025,69
5027,29
5030,38
5031,24
5032,3
5034,79
5036,121
5037,100
5039,70
5040,36
5043,26
5044,105
5045,56
5047,99
5048,9
5049,25
5052,7
5055,67
5059,24
5060,32
5061,87
5063,73
5066,43
5067,18
5069,58
5070,43
5071,77
5072,41
5073,103
5075,18
5076,21
5077,105
5079,43
5080,16
5081,45
5082,48
5083,61
5084,24
5086,45
5087,105
5090,24
5093,78
5095,41
5096,91
5097,55
5098,16
5100,93
5101,15
5102,6
5103,25
5106,19
5107,59
5111,58
5112,18
5113,24
5116,62
5118,50
5120,40
5122,11
5123,16
5126,23
5127,24
5131,9
5134,71
5135,81
5137,55
5138,43
5139,28
5140,24
5141,56
5145,105
5146,17
5147,23
5148,29
5150,27
5151,8
5154,29
5156,24
5161,101
5163,56
5164,7
5169,45
5170,40
5172,26
5174,87
5176,30
5177,50
5178,32
5179,51
5183,13
5187,13
5190,76
5193,39
5194,38
5195,27
5199,69
5200,99
5201,41804012
5202,29
5203,28
5204,101
5205,21
5206,21
5209,105
5210,58
5216,39
5217,12
5218,16
5219,52
5222,57
5226,32
5229,5
5233,28
5236,101
5237,99
5238,38
5239,13
5241,99
5242,51
5243,15
5245,67
5246,76
5249,38
5250,105
5251,6
5253,40
5254,44
5256,41
5257,58
5264,44
5266,99
5269,107
5270,37
5271,105
5274,48
5276,24
5277,81
5280,2
5283,43
5284,35
5285,56
5286,21
5287,55
5289,71
5290,105
5292,22
5293,31
5294,45
5297,20
5298,16
5300,30
5302,23
5304,7
5305,16
5306,43
5309,18917726
5312,99
5313,12
5314,105
5315,20
5320,28
5326,20
5331,101
5332,28
5334,54
5335,52
5338,66
5340,73
5344,54
5347,28
5351,49
5352,11
5354,47
5355,47
5357,14
5359,105
5361,43
5363,31
5365,63
5366,105
5367,56
5368,47
5369,43
5370,28
5371,54
5373,55
5376,66
5380,12
5381,28
5382,18
5385,54
5393,101
5395,30
5398,68
5403,82
5404,57
5405,105
5406,45
5407,15
5408,29
5409,44
5416,39
5417,43
5418,7
5420,23
5422,64
5423,59
5425,22
5426,22
5427,30
5429,99
5430,18
5431,38
5432,58
5433,19
5435,49
5436,16
5437,31
5438,7
5439,65
5441,12
5443,19
5447,16
5449,20
5452,75
5454,63
5457,61
5459,17
5460,83
5461,96
5462,5
5463,17
5464,6
5465,46
5468,11
5469,18
5471,7
5473,56
5475,44
5477,30
5478,22
5479,21
5480,25
5482,70
5483,5
5485,15
5486,20
5488,52
5490,25
5495,7
5497,43
5498,103
5500,37
5506,73
5510,50
5513,4
5514,11
5516,101
5517,45
5520,41
5521,18
5522,50
5524,1
5526,21
5527,41
5528,9
5529,3
5532,71
5534,9
5540,3
5542,62
5545,71
5547,11
5548,107
5549,7
5553,22
5555,14
5556,11
5558,36
5560,99
5562,47
5566,83
5568,41
5572,23
5573,36
5574,8
5575,99
5578,19
5579,55
5580,47
5582,52
5583,13
5584,27
5585,45
5586,46
5590,47
5592,51
5593,21
5597,13
5598,31
5600,31
5602,41
5605,61
5606,3
5609,97
5611,8
5612,29
5613,73
5619,22
5620,53
5622,47
5625,52
5626,105
5627,105
5628,57
5629,16
5630,68
5632,16
5633,21
5637,105
5638,66
5639,6
5644,89
5645,63
5646,14
5648,52
5653,13
5658,48
5660,105
5663,40
5664,55
5665,15
5670,64
5671,19
5672,8
5676,88
5678,19
5679,15
5681,62
5688,39
5689,49
5691,39
5693,28
5694,21
5695,29
5696,85
5699,51
5700,30
5701,15
5704,41
5705,51
5707,22
5708,23
5709,30
5710,58
5714,26
5719,61
5720,77
5724,20
5725,53
5726,39
5727,13
5731,14
5732,56
5733,63
5735,45
5738,33
5740,27
5742,34
5743,19
5746,46
5750,30
5751,105
5752,6
5753,34
5754,25
5756,65
5759,35
5761,36
