Id,Last
1001,243
1002,1008
1004,1
1005,3526880759915999232
1006,2765
1009,1
1010,0
1011,1453
1013,11
1014,6
1017,389
1018,187
1019,1
1020,1
1021,1
1024,1333
1026,135
1027,2411675443849
1029,1
1030,1
1031,7
1033,27
1034,1
1035,1
1039,1
1040,1
1041,1
1044,1
1045,238
1046,1
1047,22022
1048,1
1049,1
1051,1
1057,161
1059,1
1060,25312
1063,127
1067,8
1081,2
1084,0
1085,48
1087,1
1088,1
1089,1
1090,1
1092,46658
1093,509
1094,1
1095,178
1096,1
1097,2909
1099,1
1104,1
1106,1
1108,1
1111,148
1112,0
1118,12984
1119,787
1121,2205
1122,1
1123,2
1130,1
1132,1777
1133,1
1134,62920
1135,24552
1137,0
1140,2
1142,1110
1143,0
1145,1513
1148,791
1153,1
1156,591
1158,8
1161,1
1165,7
1167,11534296
1170,1
1174,1
1175,1
1177,1
1178,26
1180,4753
1184,1
1188,1
1190,1
1191,0
1193,1
1194,2
1196,37170163306466232
1198,5657
1200,131776
1201,1
1202,49
1204,51
1205,362
1206,1
1209,1
1213,26
1216,1
1221,1
1225,1
1227,1
1228,1
1230,1
1233,44
1237,1
1239,3
1240,509
1242,1
1243,130561
1245,28510080
1246,193
1247,1
1248,0
1249,0
1254,7
1255,216
1256,1
1261,2
1264,1
1266,1001000
1267,11
1268,1
1269,7290
1271,9
1273,2310
1277,1
1281,15129
1284,6
1285,235892592
1286,19
1287,1
1293,1
1296,2
1297,3072
1298,1
1299,1225
1304,1
1305,1
1306,17995
1308,305
1311,1
1312,1
1313,1
1314,11
1318,254
1324,288
1326,1
1330,531
1336,1
1338,1
1341,1
1342,2
1344,1
1345,1
1346,49
1347,171
1348,1
1350,2249472
1351,1
1353,1
1356,4
1357,1
1358,1339300753
1363,1
1371,3233
1376,1
1378,4
1379,1
1382,1
1384,112
1386,245
1387,1
1389,1
1391,1
1392,1
1393,1
1396,1609
1399,3299
1400,1
1403,0
1404,9
1406,167
1407,1
1408,1
1409,276
1412,1567
1413,15361
1415,1
1416,1
1417,1
1418,1
1421,5
1422,6047
1425,1
1426,1
1427,335
1431,61
1433,1
1435,1
1437,563696135209
1438,229
1440,1
1442,5
1444,56
1447,1
1448,16
1449,4
1451,2916
1454,117619
1456,2405
1457,1
1459,1
1460,11
1461,1
1463,1
1467,1
1469,1
1476,1
1477,1212
1478,1
1479,3758096384
1486,121
1487,1
1489,4798857522
1490,1
1491,7
1497,6
1498,27
1499,1
1502,1
1503,1483
1509,146
1510,106
1511,1
1513,65
1515,13136
1523,1
1524,1
1526,5158628234
1527,1093
1528,0
1529,-2891117170991668736
1531,3698963
1532,1
1537,1
1539,5024
1540,1
1541,1
1543,251
1544,1
1546,1
1547,5555570048168041069412352
1550,1
1551,81
1555,29259
1559,1
1561,7192
1563,4923
1564,9907
1565,1
1566,1
1567,7027292
1572,683
1574,1
1576,381
1577,1
1581,1
1584,1117
1586,361
1587,1
1590,70304076
1594,25
1596,1
1598,1
1599,563
1610,101010101010
1614,1
1615,1
1616,1
1618,1
1619,29017
1621,8963
1622,1
1624,1
1627,313
1628,81052
1631,139
1632,1
1633,2
1637,123
1638,1
1643,1
1645,496
1646,1
1647,1
1648,7
1650,1667
1652,1
1653,604
1654,15
1655,394
1657,1
1661,134
1662,1891
1663,1
1668,336
1670,74
1672,19967568900859522604312035328
1674,78592
1675,1
1677,146
1678,9
1680,1
1681,1
1684,8415
1685,1
1686,3601
1687,0
1688,1
1692,185
1696,3968
1697,1
1698,8
1699,274
1700,1
1701,1
1702,0
1705,11
1707,149
1708,82
1709,6526884
1710,81345
1713,1
1714,65600
1716,0
1717,64
1720,7
1721,1
1722,1
1723,767
1727,1
1729,1688
1730,1
1731,1
1734,1
1737,841
1740,1
1741,0
1742,6637
1743,1
1744,1
1747,1567
1749,1
1751,0
1753,36443
1755,1
1756,126
1757,1
1758,120172
1759,1
1761,1359
1762,4
1765,1
1769,1
1770,1
1776,0
1777,1
1779,75852
1781,1
1783,501
1784,1
1787,4900
1790,69
1791,82
1792,17000
1795,1
1796,954429840
1798,1215
1799,680079
1800,1
1804,8
1805,97
1806,1439
1808,1
1810,1
1812,1024
1815,58560
1818,5
1820,1
1821,226
1822,457
1824,130
1827,220
1828,1
1829,1
1832,3
1833,1
1835,1
1839,1
1841,1
1842,37
1844,94
1849,1
1850,1
1854,1322266
1855,1
1856,1528776
1858,1
1859,41201
1861,128
1862,7
1866,1
1867,1
1868,9349
1873,107
1874,1
1875,1
1876,1
1877,1128
1880,9606295
1882,4126429
1883,12
1884,1
1886,2454
1887,1
1888,2199023255552
1891,5
1895,1
1897,2
1901,2
1903,1
1904,6
1905,1
1906,1
1909,175032
1913,1
1918,1013
1920,1
1921,1
1923,1
1925,1
1928,270
1933,1
1934,1
1942,1666424486271456
1945,1
1947,0
1951,2
1953,168
1955,551
1956,1
1958,88
1959,0
1963,1
1965,820
1971,1
1974,262144
1975,1
1979,37
1982,820
1984,1
1985,5849
1986,1
1987,719
1990,7225
1992,1
1995,1
1996,1
1998,1
2001,1
2002,1
2003,264
2004,59
2005,1
2007,1
2009,1
2010,1
2015,1
2016,1
2018,0
2019,19152
2026,2
2027,1
2029,1
2031,722
2033,1
2034,11
2038,124
2039,4
2041,1
2042,16581915793800
2045,2227
2049,138
2050,1
2051,73
2052,1
2053,1
2054,1
2056,0
2058,2
2061,951984
2062,540
2064,13
2068,1039
2069,1
2071,169
2073,1
2075,1
2079,1
2082,2657
2084,1
2085,1
2087,1
2088,428571
2090,1
2091,1
2092,11
2094,91
2098,1
2099,604
2100,86
2101,43049
2104,77
2106,1
2107,66
2109,1
2110,1
2112,17
2114,1
2115,5
2118,1
2119,20449
2120,30576
2122,1
2125,1679
2126,138
2128,1
2129,1
2130,1
2134,1
2135,1
2140,2
2141,74
2142,1
2145,1
2147,1
2151,2
2152,1
2154,1
2156,27867073064694431385331330032544514048
2158,2473
2159,1
2166,840
2167,995
2170,317
2172,1
2173,1
2175,1
2181,1
2183,1
2185,1
2186,8
2187,1321
2188,1
2189,43
2190,1
2193,2
2194,735
2195,1
2196,12119
2197,165262
2200,1
2202,404
2205,0
2206,1
2209,151
2210,1
2212,6
2213,1
2216,270
2218,1
2219,1
2222,39304
2223,1
2226,773
2232,213
2236,1
2238,85
2240,1
2243,4001
2245,741
2247,1
2248,6656
2249,103
2253,209
2254,8000
2258,126752
2261,81
2262,2461
2263,1103
2264,291
2267,2000376
2273,235408
2274,0
2275,0
2279,1
2281,0
2282,13
2284,9
2285,1
2286,1
2287,1
2288,1
2289,1
2291,1
2294,181
2297,5000211
2299,52
2301,324020
2302,7
2304,1
2307,1
2308,1
2314,3909048
2315,1
2317,71
2320,1
2322,1
2326,0
2327,1
2330,2847
2335,395
2338,124
2339,1
2342,330
2343,1
2344,384591
2346,14057
2347,1
2350,1
2351,13698
2352,304250263527209
2353,12
2355,1
2359,1089
2363,685
2364,751
2365,1
2367,2
2371,1
2372,1
2373,131
2374,1747
2376,519
2377,1
2381,55251994
2382,65536
2383,1
2384,4388
2386,2
2389,1
2390,175
2391,727
2393,7549
2394,1
2400,1
2401,9
2402,27
2404,288360150
2405,1333222
2409,1
2410,38
2415,1
2416,1
2417,1
2422,2
2426,1908601444
2427,8
2428,43
2429,1
2430,512
2431,1
2432,366
2433,1
2434,53
2436,1
2439,54413821892871260733440
2445,1
2448,720
2453,1
2454,1
2456,3
2458,1
2462,76
2465,5152
2466,790
2468,1540
2469,1
2470,77177
2471,1
2472,35
2473,9
2475,1
2476,1
2477,301
2478,31
2480,1
2481,1
2482,1
2483,232
2484,1
2486,7121453984059539456
2487,1
2489,9
2491,8
2492,1
2493,714
2496,5888
2499,838
2500,1
2501,34
2502,19599665578316398592
2503,336
2508,1413
2509,185
2511,11100000
2512,0
2513,6
2515,196
2516,0
2519,787
2522,4194301
2523,5005
2524,1
2526,1
2529,1242282009792667310084086300672
2531,40874803200
2532,6
2537,1
2538,8
2539,1
2541,1
2543,1
2544,1
2545,1
2546,156
2548,1
2549,113
2550,1
2554,16106127361
2558,169
2559,3
2560,6601
2561,10585
2563,96096
2564,9
2566,1
2568,472391
2572,0
2573,77
2574,0
2575,117
2580,7877
2581,1620
2585,4291
2590,4154
2592,1
2593,1
2595,1
2596,9
2598,264
2599,1
2602,100000000001
2605,5443
2608,2456
2609,1
2611,1
2612,1411200
2613,1
2617,1
2619,1
2620,235
2621,2049
2622,1
2623,1382958545
2625,480
2626,1
2628,1
2630,1999999999999999966445568
2631,1
2632,1
2634,1
2636,570
2641,1
2642,1
2643,1
2644,1
2645,1
2646,1
2647,1
2649,1
2650,4
2652,7392
2653,1
2654,1
2657,1
2658,1
2663,1
2664,3424
2665,1
2666,1
2670,16901
2671,1
2672,3
2673,1
2676,1
2678,4
2679,182
2680,1
2681,19958400
2684,1
2686,272
2687,373
2689,1
2691,1
2694,1
2697,34
2698,2
2699,1
2700,449
2704,301
2707,1
2708,1
2709,145
2711,235
2714,103
2715,1
2716,123
2721,1111111
2722,226560
2724,1
2725,1
2727,65
2730,104255099738019625697280
2731,1
2732,39191
2734,1
2736,1
2738,1
2740,402
2742,0
2743,73
2745,1
2746,1
2747,37
2750,1
2751,1
2753,169
2755,1
2756,1
2757,1
2759,1
2760,250
2762,1
2763,1
2764,1
2766,16
2769,1
2770,1146
2773,6
2776,1
2777,263
2778,49
2779,179
2781,2341
2784,1
2786,1
2790,860209
2791,1
2793,270
2794,1
2795,5
2796,1
2799,11
2801,37026
2802,1
2803,335
2804,1
2805,1
2806,82
2808,1
2811,121
2812,16
2815,5807
2817,1
2818,1427
2819,405
2821,1
2825,1
2827,1
2828,1
2829,0
2834,7103
2835,2
2838,61
2839,1
2840,1
2842,1
2846,1
2847,1
2849,3
2854,565
2859,22736
2860,69
2861,1
2862,226
2864,2221
2865,4
2869,1
2873,1
2874,1
2878,15306833
2880,1
2881,1
2882,1
2883,5
2884,256
2885,7
2887,175921860444160
2889,1
2890,15
2891,1
2894,1
2897,485
2898,1
2899,398
2900,1
2901,3
2905,1909001
2910,1
2912,556
2913,1
2915,109339464624
2916,2333521433367183360
2917,314754
2920,119481
2922,11393
2924,8
2925,1
2926,1
2927,1
2929,9763
2932,1
2935,1
2941,1
2943,3
2945,12113
2946,103
2947,252
2948,178237466160
2949,136
2953,13143529051807800
2954,1
2957,563
2958,1
2960,2
2961,92600006
2968,34
2971,1
2975,14
2976,4
2977,263
2978,0
2979,1
2982,1
2984,1
2985,65
2987,1
2988,1
2990,1
2993,1
2997,17
2999,1
3001,1
3002,2989
3006,33
3007,1
3009,46
3012,1
3013,1
3015,138
3017,23
3019,1
3020,49205466506600689740769267080763539456
3026,462
3030,2
3035,1
3036,45
3038,30160
3039,360
3041,1
3044,1
3045,727
3046,1
3050,196
3051,1
3052,1404
3056,378
3058,1
3059,603
3063,1
3065,1
3066,2110
3067,4
3070,1
3071,1
3076,44
3077,1
3081,48
3082,128
3085,5
3086,5
3087,312395329
3088,22
3091,179
3096,42805
3097,1
3098,1
3099,1
3101,1
3103,1
3104,1
3109,17
3110,1
3111,1
3113,89
3115,2
3117,1
3118,1
3119,119
3120,1
3121,1
3122,1
3130,1
3131,1
3132,7
3133,1
3136,5
3139,573
3140,575
3144,96
3149,18181
3150,1121505
3153,2246
3154,0
3155,6863694378
3156,436
3157,2560
3159,1
3163,8
3166,12
3167,1
3169,1
3171,123732841202883
3174,1
3179,1
3180,1
3181,1
3183,1
3184,3913539300000
3187,151032
3188,900
3189,1
3193,98960400
3197,1
3198,1289
3199,1
3200,1
3201,54693
3202,2
3206,1
3208,1
3209,1
3212,1
3213,968575477600097665024
3214,7
3215,2200
3220,1
3222,137
3223,1
3224,7217620475953080759710858084352
3226,77797
3228,1
3229,14176
3231,1
3233,1
3234,32
3236,1
3237,93
3238,2520
3239,69791931223
3241,37
3242,38
3245,1
3246,64
3247,1
3249,1
3250,1
3251,0
3252,1
3254,1
3257,1
3258,323
3261,6848
3264,1181
3265,150
3272,33152
3274,1
3276,141
3280,44
3290,12992
3293,0
3296,208
3297,4320
3298,1
3299,1
3302,1
3303,1
3304,1
3305,43
3306,2162160
3307,221
3308,1
3309,0
3311,1
3313,618970019642690137449562112
3314,1
3316,16
3319,1
3323,1
3324,31
3325,1
3326,1
3328,68888
3330,1
3334,6800
3335,10110
3336,1
3342,256
3343,307
3344,238
3346,17
3347,63
3351,1
3353,7290
3354,36353
3357,126
3359,1
3366,1
3369,59875200
3372,1
3376,420707233300201
3377,21569
3378,0
3381,1
3383,1
3384,642612
3385,536854528
3387,2160
3388,1
3389,1
3391,419
3393,65
3394,0
3395,1
3396,729
3400,1
3403,1
3405,1
3407,584
3408,152
3409,1
3411,438
3416,57
3419,1483
3420,6666666666
3421,0
3424,4
3426,1
3429,186
3431,300
3432,43
3433,395
3434,0
3436,1
3439,82
3442,78682166288559232
3445,1
3446,735565
3447,4
3449,1
3452,1
3460,1
3463,1
3464,1
3466,3628800
3467,0
3472,1
3474,38416
3475,1
3476,6465
3477,1
3478,1
3480,1
3481,0
3482,1
3485,1
3486,0
3487,1
3488,1
3489,1
3491,21
3492,1
3494,541
3497,5
3498,11
3505,431
3507,1
3508,0
3509,3758096384
3513,3366
3514,13
3517,1
3518,2880
3519,1
3521,66
3524,1
3525,7
3526,4
3527,25
3528,1
3529,-229063680
3531,4
3535,1
3536,3
3538,1
3540,10753
3543,0
3545,1
3546,1
3549,2784
3550,1
3551,1
3553,1
3557,461
3558,2329089562800
3561,1
3562,18224
3564,911
3568,1
3570,20
3571,39916800
3577,73728
3584,1
3588,6
3591,1
3592,171
3593,1
3595,172905144
3596,1
3600,1
3601,157
3602,182
3603,1920
3605,1
3606,1
3608,1
3609,623
3610,1
3611,455192
3614,1
3615,173
3617,448
3618,1
3619,79766443076872514306048
3621,79
3622,2100
3623,4
3624,1
3626,5983
3627,1
3630,505447011319424576
3631,12
3633,4
3636,83
3637,1
3639,376
3641,479
3642,198627
3644,28
3646,1
3651,1
3654,3
3656,1
3658,1
3659,70602
3663,133
3664,1
3665,58
3666,1
3667,4608
3668,3
3670,183648021599
3671,1326
3674,7
3675,139
3677,12
3679,1
3680,45
3681,1
3682,1567
3683,1
3686,1
3688,0
3689,1
3690,1
3693,1
3694,1
3695,4
3697,312
3698,1
3699,0
3701,3388
3703,1
3704,1
3705,23
3707,160
3708,1
3709,2437
3711,463
3712,5
3715,137
3716,1
3718,4650432
3719,1
3721,1
3722,6
3727,1
3729,1
3734,1
3735,1
3736,1
3739,5
3742,2459
3745,25202
3746,5168
3747,1
3748,384
3749,1
3751,2240
3753,1
3754,6
3755,1
3757,2147483648
3758,4
3759,1
3760,4
3762,1
3763,153
3764,38
3765,1
3767,6340
3771,3
3772,1
3774,17569
3779,45
3780,1
3782,10601
3783,1
3784,1
3788,5005
3789,1
3790,735
3791,3872
3792,-3923010000
3795,1
3797,1
3798,1849
3803,5184
3806,48992
3813,1
3818,435
3821,22625
3824,1
3825,25
3829,1100000
3831,2809
3832,1
3833,47
3834,719
3835,1
3836,1
3837,16848
3845,8
3846,1
3847,54000
3848,1
3849,1
3853,164
3855,1
3856,343
3859,134
3861,1
3867,1
3868,32741782389619
3869,672
3871,1319
3872,3
3873,75521
3874,205
3875,1
3883,101333
3885,0
3886,1
3887,85
3888,1
3889,1732
3890,14083
3893,389
3894,1
3895,1
3900,1
3903,153
3904,1513
3905,480
3906,1
3910,277
3911,1
3915,1
3916,4294967297
3920,20641
3921,1
3922,1
3923,15
3924,1
3927,5726623061
3928,1
3929,9
3930,1
3931,1
3934,49
3936,1
3937,0
3939,32
3941,121
3942,1
3943,1
3949,1
3950,1
3951,6
3952,198
3955,1
3957,7936
3959,5320
3960,10789
3964,74
3965,111276
3967,77556050216654926249984
3968,6105
3970,20
3971,1
3973,0
3974,8192
3976,16
3977,71
3979,82536
3980,1
3981,1690
3982,1
3983,3074
3985,1
3986,543
3988,32401
3991,1
3993,1
3994,216
3997,2117
3998,0
4000,126491972
4002,3
4003,1
4008,1
4013,4
4014,110448
4016,1
4017,1
4018,2
4021,17
4022,0
4023,1
4029,1013
4031,27
4033,5
4035,1444
4037,1
4038,28
4040,1
4041,28800
4043,5776
4044,1
4045,1
4046,1
4051,60790021361170
4054,180
4056,199603
4057,1
4058,1
4059,1
4060,1
4063,27514634240000000000000
4064,49
4068,1
4071,8
4072,1
4076,8192
4077,1
4079,3
4082,187
4084,1
4086,165
4087,1
4090,1
4093,1
4095,11891268401
4097,36047280
4098,5
4099,1
4100,93
4101,6090
4103,1
4105,2
4106,211213
4107,1
4109,49
4110,8450
4111,183
4113,1
4117,54
4119,1
4120,1
4122,4363
4123,1
4126,361
4128,1
4129,1
4130,1
4137,167825
4140,1
4141,280
4142,1
4146,1
4147,5719198113741
4148,1
4149,234250
4152,298
4154,976
4156,1181
4161,2224
4162,1
4163,1
4164,1
4165,65
4166,320
4168,1
4169,1
4170,1
4171,999999000001
4172,13023
4173,826
4174,28629152
4177,2
4178,1
4179,6
4182,1
4183,9
4184,1
4185,39
4186,7
4188,1
4189,1
4192,3068082753691026432
4199,121
4201,1
4202,1
4203,1
4204,1
4205,12221
4206,2
4207,1
4212,1
4213,1
4217,57
4219,1
4220,1
4221,1
4223,2
4227,1
4228,9120
4230,37
4231,1
4232,351829430966702353416192
4233,75
4234,4
4235,401
4236,8
4240,424
4242,1
4243,1
4247,1888888888888881
4250,1623
4251,1
4252,0
4256,316410
4258,1
4261,725760
4264,87087
4265,1
4267,1
4271,127
4275,1
4276,3
4278,1
4279,1215
4280,1
4281,9800
4282,11777187240
4284,1
4285,1
4287,1
4288,2035
4290,1
4294,109760
4301,2829
4302,166771816996665696
4304,1
4306,227
4311,1
4312,3
4313,1680
4315,1
4319,1
4320,1
4321,1
4323,1
4324,0
4326,231
4327,1863
4328,13027308783283592
4329,1506138481
4332,390877006486250192896
4333,5722560059188
4335,5999994
4336,1
4337,5472
4338,70578
4340,0
4342,1
4343,971
4347,5040
4349,2
4356,1180
4358,235
4359,196
4362,1
4363,2
4364,29633
4371,1
4372,1
4375,0
4376,286
4377,1
4379,13
4381,2
4385,1
4389,208333
4390,1
4391,1
4392,764
4394,0
4397,0
4399,1
4401,1307
4405,394
4406,1
4408,0
4412,171
4413,5
4416,1
4417,4211
4418,53537
4420,150
4425,10213
4426,1
4428,0
4429,651
4431,1
4432,2
4433,540
4434,281474976710656
4435,1
4438,1
4440,1
4441,4
4442,3
4443,0
4444,213
4446,1
4447,5
4449,1
4450,298
4451,1867
4452,1
4453,1
4454,164
4455,5
4457,33452526613163807956284472299189486453163567349760
4459,1
4462,1597
4467,1
4468,33215
4471,145
4472,0
4474,1
4476,4294967296
4478,0
4479,4096
4484,2080
4485,573
4487,0
4488,1
4489,0
4490,1
4493,1758
4498,107
4502,41627
4507,3008
4508,1
4510,1
4513,1
4515,1
4516,49
4520,2467
4522,35937000
4524,4
4526,1
4527,1
4528,6
4529,1
4530,1
4531,18632
4532,1
4533,1
4534,2
4536,12
4540,170724392916
4542,1
4544,0
4545,121
4547,23115815976960
4549,455
4550,1
4551,1
4552,1
4553,253
4556,1
4558,1
4559,611171244308672
4560,504
4561,1
4562,-518431875418926
4564,173789
4567,255
4569,1
4573,1
4576,2
4577,8
4581,1
4582,6
4585,309
4587,1
4589,1
4591,1
4594,6666515
4595,2459
4596,3059
4598,1
4599,2711
4601,1224
4603,1
4604,111001
4605,7
4606,1
4608,1
4612,1
4615,8
4616,1
4617,1
4619,1
4620,7
4624,1
4628,1
4629,1
4630,56
4633,75
4636,1
4638,3
4640,1
4641,1
4642,1
4645,1
4647,1
4648,1
4652,1
4657,1
4658,73
4666,6761
4667,2
4673,1
4675,1
4676,1
4681,1
4682,1
4684,1
4685,0
4686,1
4688,2
4694,31
4695,13
4696,221
4697,1
4698,1
4701,490000
4704,5981
4705,21
4707,9
4714,1
4715,2632
4717,122
4721,1
4722,1
4724,705430
4726,4007
4728,1
4730,0
4731,9
4737,1
4739,1
4740,1
4742,4868641840
4744,1
4746,1
4748,1073741824
4750,1
4752,1
4754,1
4756,26171895174386072
4759,7
4761,68
4762,12
4766,1
4768,1
4770,1
4773,81356
4775,1
4776,9
4778,1187451971330625
4779,101
4781,1
4782,6241
4784,100000
4785,175
4786,1
4788,11
4789,81265
4794,1
4796,1
4797,3969
4798,1
4799,2063
4802,149
4806,213
4807,1
4809,29
4812,185
4814,122
4815,1
4817,1
4818,1397
4823,1
4827,786
4828,16344
4830,101
4836,1
4838,1
4839,13331
4841,2
4843,134
4845,52
4847,1
4848,81
4849,442779263776840675937871409870536704
4850,8
4852,1
4853,68719476736
4855,3
4856,1
4860,1
4861,1
4864,487641600
4867,77651287028222352
4868,3333
4871,43
4872,24310
4874,1
4875,22
4876,4
4877,0
4878,78102805072741826560
4880,78
4881,82
4882,1
4884,1
4885,67
4886,483
4887,768
4889,1
4890,1
4892,1
4895,1
4898,232
4899,190
4902,1
4903,8
4905,6
4909,1
4911,89
4912,289
4915,1
4916,21
4919,400
4920,467
4922,361
4923,151
4924,13
4925,487080
4926,1558
4928,220
4929,1
4930,3024
4932,1
4937,1
4938,1
4940,15
4941,1
4943,0
4944,22
4947,1
4948,1
4951,1
4952,1427
4954,1
4957,1
4959,1105
4964,22
4969,23
4971,1
4972,1
4973,1
4974,0
4978,288230375614840832
4979,1
4981,449
4985,182095128
4991,0
4992,249227005939632
4993,74
4998,0
4999,1
5001,4801
5002,1
5003,9
5008,1031
5009,1
5011,1
5012,1
5014,413
5020,1
5022,1
5024,1
5025,143
5027,134217782
5030,1
5031,1
5032,1933
5034,8928
5036,925
5037,8
5039,106
5040,29822170718
5043,1
5044,9
5045,317
5047,0
5048,1
5049,1
5052,1
5055,112
5059,1
5060,1
5061,2
5063,88
5066,44722
5067,2901159958960121839616
5069,0
5070,5113
5071,23
5072,1
5073,0
5075,1
5076,1
5077,3
5079,17784
5080,1
5081,5657
5082,4200
5083,25230
5084,1
5086,1
5087,0
5090,1
5093,0
5095,256
5096,6
5097,1128
5098,1
5100,0
5101,1
5102,4224
5103,1
5106,1
5107,22736
5111,126
5112,111000000000111
5113,1
5116,125
5118,10648
5120,1
5122,1
5123,1
5126,1
5127,1
5131,1
5134,1
5135,1
5137,11
5138,15875
5139,1
5140,1
5141,2221
5145,0
5146,1
5147,1
5148,168343322
5150,793714773254144
5151,1
5154,1
5156,1
5161,6
5163,1024
5164,0
5169,18096
5170,1
5172,1
5174,1
5176,133873
5177,270
5178,753455
5179,8091
5183,5132188731375616
5187,1
5190,105
5193,23537
5194,11
5195,1
5199,113
5200,0
5201,1
5202,1
5203,1
5204,1
5205,1
5206,1
5209,7
5210,353
5216,63630
5217,1
5218,1
5219,132
5222,537
5226,1
5229,1
5233,1
5236,1
5237,4
5238,23504904
5239,1
5241,6
5242,545
5243,1
5245,37
5246,19
5249,26896
5250,1
5251,1
5253,1769473
5254,1
5256,0
5257,301
5264,1
5266,1
5269,1
5270,1
5271,6
5274,66099
5276,0
5277,0
5280,37
5283,4826
5284,602250
5285,172
5286,1
5287,9
5289,81
5290,3
5292,1
5293,1
5294,125560
5297,1
5298,1
5300,1697385471211
5302,1
5304,115
5305,1
5306,17696
5309,1
5312,7
5313,1
5314,1
5315,10077696000000000
5320,1
5326,1297036692682702848
5331,0
5332,1
